,N°,Compuesto,IUPAC,Formula,SMILE,Plantas a las que pertenecen,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
10,11,Effusol,"5-etenil-1-metil-9,10-dihidrofenantreno-2,7-diol",C17H16O2,CC1=C(C=CC2=C1CCC3=C2C(=CC(=C3)O)C=C)O,1,9.833702024,9.833702024,0.284815077,0.284815077,0.809735113,12.68421053,252.313,236.185,252.1150298,96,0,0.118299565,-0.507932907,0.507932907,0.118299565,1.157894737,1.947368421,2.684210526,16.25692659,9.806841854,2.211535631,-2.238006589,2.410964164,-2.068347833,5.830972184,0.469237038,2.408208011,2.350804474,684.1467999,13.56854962,10.90249888,10.90249888,9.113392203,6.416627943,6.416627943,5.009047315,5.009047315,3.938741448,3.938741448,2.95638414,2.95638414,-2.22,25996.60547,11.84717431,4.161733705,1.716597844,112.2062412,10.21305479,11.49902367,0,0,0,0,0,0,0,0,18.72132286,71.3451906,0,0,10.21305479,6.076020107,0,0,0,19.76538045,0,53.09820992,0,22.62592665,0,0,11.49902367,0,10.21305479,12.84164325,6.9237372,22.25380597,30.84440396,0,17.20292309,0,40.46,0,10.21305479,0,5.749511833,5.749511833,40.6589007,5.563451492,18.20875424,19.05647134,6.578935684,0,0,0,0,19.59278497,6.518200586,0.633084898,7.263182162,3.541977513,5.784103206,0,0.176470588,19,2,2,1,0,1,0,2,0,2,0,0,2,2,2,0,1,0,0,0,0,0,2.594988665,3,3.81482,77.4436,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,Ginsenoside Rb1,"(2R,3R,4S,5S,6R)-2-[[(2R,3S,4S,5R,6S)-6-[(2S)-2-[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-3-[(2R,3R,4S,5S,6R)-4,5-dihidroxi-6-(hidroximetil)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihidroxi-6-(hidroximetil)oxan-2-il]oxioxan-2-il] oxi-12-hidroxi-4,4,8,10,14-pentametil-2,3,5,6,7,9,11,12,13,15,16,17-dodecahidro-1H-ciclopenta[a]fenantren-17-il]-6-metilhept-5-en-2-il]oxi-3,4,5-trihidroxioxan-2-il]metoxi]-6-(hidroximetil)oxano-3,4,5-triol",C54H92O23,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O)C,2,12.84175233,12.84175233,0.03736157,-1.817326031,0.057587447,52.66233766,1109.307,1016.571,1108.602939,446,0,0.186891777,-0.393566515,0.393566515,0.186891777,0.545454545,1.051948052,1.636363636,16.76297704,9.347510781,2.720524317,-2.705463058,2.75962037,-2.677482845,5.204952341,-0.378351948,3.770158328,1.008965725,1994.597504,56.64480645,45.75503568,45.75503568,36.04067598,27.89579844,27.89579844,25.74400583,25.74400583,20.89437925,20.89437925,16.25991922,16.25991922,-1.18,2.15508E+16,61.87977637,23.46406057,10.89610476,450.1667989,114.4928146,97.6634622,25.16010692,0,0,0,0,0,0,0,46.26781064,123.8901923,0,44.23651144,114.4928146,0,0,0,45.33158606,253.8098449,26.42752786,11.64912464,0,0,0,0,0,0,243.6579915,37.89490363,45.33158606,113.1772922,11.64912464,0,0,0,377.29,177.8900615,76.59791092,0,34.50160512,38.52492974,24.8355694,0,0,20.7712116,40.69470611,37.89490363,48.91116169,0,0,161.8407844,-1.591215956,-0.474734972,0,-25.17582017,14.5731583,0,0.962962963,77,15,23,4,4,8,0,0,0,0,30,0,23,15,23,4,16,4,4,8,0,0,18.85650416,8,-2.2026,266.217,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,13,Ginsenoside Rg3,"(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-4,5-dihidroxi-2-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hidroxi-17-[(2S)-2-hidroxi-6-metilhept-5-en-2-il]-4,4,8,10,14-pentametil-2,3,5,6,7,9,11,12,13,15,16,17-dodecahidro-1H-ciclopenta[a]fenantren-3-il]oxi]-6-(hidroximetil)oxan-3-il]oxi-6-(hidroximetil)oxano-3,4,5-triol",C42H72O13,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O)C,2,12.17436295,12.17436295,0.00797607,-1.752048571,0.114794778,52.01818182,785.025,712.449,784.4972924,318,0,0.186891777,-0.393566515,0.393566515,0.186891777,0.727272727,1.327272727,1.945454545,16.75620645,9.347557623,2.713361891,-2.704833207,2.756304811,-2.675157826,5.199979651,-0.3782943,3.501646541,1.225637568,1368.350456,40.62866308,34.25104469,34.25104469,25.5832612,20.86380805,20.86380805,20.1253495,20.1253495,16.59147676,16.59147676,13.32013168,13.32013168,-0.78,5.20468E+11,43.78974816,15.67537359,7.20361941,326.5795725,64.90619837,48.8317311,12.58005346,0,0,0,0,0,0,0,46.26781064,123.8901923,0,31.02274752,64.90619837,0,0,0,45.33158606,192.3980604,13.21376393,11.64912464,0,0,0,0,0,0,138.3932786,18.94745182,45.33158606,113.1772922,11.64912464,0,0,0,218.99,97.84952255,45.95874655,0,39.91659559,19.26246487,38.52492974,5.57310453,0,6.9237372,54.5421805,18.94745182,24.35240179,0,0,97.3822914,-0.405291461,0.444868842,0,-6.482790578,16.45852001,0,0.952380952,55,9,13,4,2,6,0,0,0,0,20,0,13,9,13,2,10,4,2,6,0,0,12.48037567,6,2.149,200.9502,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,14,Ginsenoside Rk1,"(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-4,5-dihidroxi-6-(hidroximetil)-2-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hidroxi-4,4,8,10,14-pentametil-17-(6-metilhepta-1,5-dien-2-il)-2,3,5,6,7,9,11,12,13,15,16,17-dodecahidro-1H-ciclopenta[a]fenantren-3-il]oxi]oxan-3-il]oxi-6-(hidroximetil)oxano-3,4,5-triol",C42H70O12,CC(=CCCC(=C)[C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)C,2,12.12991851,12.12991851,0.021714069,-1.740988747,0.119771628,51.46296296,767.01,696.45,766.4867277,310,0,0.186891777,-0.393566515,0.393566515,0.186891777,0.722222222,1.333333333,1.962962963,16.75614924,9.348511013,2.704198987,-2.703352682,2.754047694,-2.672340303,5.223836784,-0.378266711,3.492260072,1.217792688,1366.225763,39.70601334,33.51093788,33.51093788,25.25996457,20.49375464,20.49375464,19.42642499,19.42642499,16.13202525,16.13202525,12.97358887,12.97358887,-1,3.91318E+11,42.60166468,15.63787721,6.893382353,321.0957357,59.79967097,48.8317311,12.58005346,0,0,0,0,0,0,0,58.41985085,116.9664551,0,25.4216967,59.79967097,0,0,0,45.33158606,179.8732723,13.21376393,23.80116485,0,0,0,0,0,0,127.6857004,18.94745182,45.33158606,106.253555,23.80116485,0,0,0,198.76,86.14450535,40.85221916,0,34.18474989,18.25663372,51.36657298,11.14620906,0,0,61.12111619,18.94745182,24.37266603,0,0,85.3928943,2.116846231,1.032992884,0,-5.117324559,19.36859178,0,0.904761905,54,8,12,4,2,6,0,0,0,0,19,0,12,8,12,2,10,4,2,6,0,0,12.33702965,6,2.9542,199.4664,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,15,Ginsenoside Rg5,"(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-4,5-dihidroxi-6-(hidroximetil)-2-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hidroxi-4,4,8,10,14-pentametil-17-[(2E)-6-metilhepta-2,5-dien-2-il]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahidro-1H-ciclopenta[a]fenantren-3-il]oxi]oxan-3-il]oxi-6-(hidroximetil)oxano-3,4,5-triol",C42H70O12,CC(=CC/C=C(\C)/[C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)C,2,12.1438074,12.1438074,0.001714069,-1.739258644,0.126410618,51.88888889,767.01,696.45,766.4867277,310,0,0.186891777,-0.393566515,0.393566515,0.186891777,0.666666667,1.277777778,1.907407407,16.75614898,9.348591611,2.703824592,-2.703279636,2.753535902,-2.672304117,5.228849453,-0.378266516,3.492260072,1.228021908,1380.441813,39.70601334,33.67407458,33.67407458,25.25996457,20.48357128,20.48357128,19.41334491,19.41334491,16.14040298,16.14040298,12.92668851,12.92668851,-1,3.91318E+11,42.60166468,15.63787721,6.893382353,321.0957357,59.79967097,48.8317311,12.58005346,0,0,0,0,0,0,0,57.91693527,117.4693706,0,25.4216967,59.79967097,0,0,0,45.33158606,180.3761879,13.21376393,23.29824927,0,0,0,0,0,0,127.6857004,18.94745182,45.33158606,106.7564706,23.29824927,0,0,0,198.76,80.04053896,40.85221916,0,40.28871628,18.25663372,44.94575136,11.14620906,0,0,67.54193781,18.94745182,24.3826416,0,0,85.41762477,2.285075398,1.136175361,0,-3.648404743,17.09355428,0,0.904761905,54,8,12,4,2,6,0,0,0,0,19,0,12,8,12,2,9,4,2,6,0,0,12.33702965,6,2.9542,199.4664,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,16,Ginsenoside Rh2,"(2R,3R,4S,5S,6R)-2-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hidroxi-17-[(2S)-2-hidroxi-6-metilhept-5-en-2-il]-4,4,8,10,14-pentametil-2,3,5,6,7,9,11,12,13,15,16,17-dodecahidro-1H-ciclopenta[a]fenantren-3-il]oxi]-6-(hidroximetil)oxano-3,4,5-triol",C36H62O8,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C,2,12.01553503,12.01553503,0.023063603,-1.459338525,0.182300595,51.45454545,622.884,560.388,622.4444689,254,0,0.186485888,-0.393566515,0.393566515,0.186485888,0.886363636,1.545454545,2.181818182,16.70937264,9.347558198,2.711515383,-2.704719065,2.755649733,-2.669765557,5.198868383,-0.331545878,3.31925757,1.372861475,1068.354237,32.62059139,28.4990492,28.4990492,20.3468791,17.34679184,17.34679184,17.31796693,17.31796693,14.47568193,14.47568193,11.85460608,11.85460608,-0.58,2530949975,34.74625865,11.83415293,5.260456419,264.7859592,40.11289028,24.41586555,6.290026729,0,0,0,0,0,0,0,46.26781064,123.8901923,0,24.41586555,40.11289028,0,0,0,45.33158606,161.6921681,6.606881965,11.64912464,0,0,0,0,0,0,85.7609222,9.473725908,45.33158606,113.1772922,11.64912464,0,0,0,139.84,49.01779144,30.63916437,0,39.59974036,18.25663372,51.36657298,5.57310453,0,6.9237372,54.5421805,9.473725908,12.18779865,0,0,64.79275009,0.122045459,0.791898338,0,3.14728265,17.54155814,0,0.944444444,44,6,8,4,1,5,0,0,0,0,15,0,8,6,8,1,7,4,1,5,0,0,9.34528497,5,4.3248,168.3168,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,17,Ginsenoside Rh1,"(2R,3R,4S,5S,6R)-2-[[(3S,5R,6S,8R,9R,10R,12R,13R,14R,17S)-3,12-dihidroxi-17-[(2S)-2-hidroxi-6-metilhept-5-en-2-il]-4,4,8,10,14-pentametil-2,3,5,6,7,9,11,12,13,15,16,17-dodecahidro-1H-ciclopenta[a]fenantren-6-il]oxi]-6-(hidroximetil)oxano-3,4,5-triol",C36H62O9,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(C[C@@H]([C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)O)C)O)C,2,12.07225616,12.07225616,0.054813534,-1.541617104,0.164050776,52.24444444,638.883,576.387,638.4393836,260,0,0.186473172,-0.393566515,0.393566515,0.186473172,0.933333333,1.6,2.222222222,16.70929916,9.341440827,2.731845214,-2.716931749,2.757875469,-2.705558268,5.216059227,-0.346484491,3.329320537,1.54038677,1102.083223,33.49083487,28.81650628,28.81650628,20.7575627,17.43832406,17.43832406,17.47410851,17.47410851,14.38899265,14.38899265,11.90118277,11.90118277,-0.62,3657636215,35.68080674,12.05911533,5.484206695,269.580193,45.21941767,24.41586555,6.290026729,0,0,0,0,0,0,0,46.26781064,117.4693706,0,30.51983194,45.21941767,0,0,0,45.33158606,161.3753128,6.606881965,11.64912464,0,0,0,0,0,0,96.97141598,9.473725908,45.33158606,106.7564706,11.64912464,0,0,0,160.07,66.64071469,35.74569176,0,39.91659559,25.68328649,25.68328649,5.57310453,0,6.9237372,54.5421805,9.473725908,12.61654206,0,0,77.18159452,-1.207920439,-0.185669963,0,-0.602688919,16.61480941,0,0.944444444,45,7,9,4,1,5,0,0,0,0,16,0,9,7,9,1,7,4,1,5,0,0,9.561754747,5,3.2956,169.7066,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,18,Panaxynol,"(3R,9Z)-heptadeca-1,9-dien-4,6-diyn-3-ol",C17H24O,CCC/C=C\CC#CC#C[C@@H](C=C)O,3,8.957159533,8.957159533,0.721095758,-0.763950475,0.529862031,11,188.27,172.142,188.1201151,74,0,0.133629312,-0.376686652,0.376686652,0.133629312,1.357142857,2.142857143,2.785714286,16.2644516,10.26193399,1.83322807,-1.857421805,1.89063047,-1.938925524,5.287119152,0.28094746,2.213136046,3.70797636,290.6679276,10.64841808,8.585041797,8.585041797,6.808060412,4.748945734,4.748945734,2.715857634,2.715857634,1.436122243,1.436122243,0.69095339,0.69095339,-1.44,1228.290505,12.56,9.64650519,8.65469697,86.53203487,5.106527395,6.103966388,0,0,0,0,0,0,0,0,49.99242346,18.26169026,6.420821623,0,5.106527395,0,0,0,0,32.29016846,0,24.806996,0,23.68173728,0,0,0,0,11.21049378,0,23.68173728,26.18620207,24.806996,0,0,0,20.23,6.103966388,0,0,0,0,19.26246487,6.076020107,0,6.076020107,43.26043027,5.106527395,0,0,0,8.957159533,0,10.6101755,0,7.731386716,5.534611583,0,0.384615385,14,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,4,0,0,0,0,0,8.654293228,0,2.2865,60.4208,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,19,Timoquinona,"2-metil-5-propan-2-ilciclohexa-2,5-dieno-1,4-diona",C10H12O2,CC1=CC(=O)C(=CC1=O)C(C)C,4,11.29481481,11.29481481,0.025833333,-0.043240741,0.552254959,18,164.204,152.108,164.0837296,64,0,0.182115955,-0.28965062,0.28965062,0.182115955,1.083333333,1.666666667,2.166666667,16.14297559,9.907974215,2.185131108,-2.113767464,2.173555305,-2.145047866,6.193065426,-0.115003927,1.958200626,3.011892845,292.9604403,9.300964908,7.548547388,7.548547388,5.519744508,4.006324502,4.006324502,3.310231716,3.310231716,1.929381969,1.929381969,1.128488201,1.128488201,-1.18,393.5983257,8.912421442,3.052359621,1.522799947,71.96173704,0,0,11.56648989,0,0,0,9.589074368,0,0,0,13.8474744,24.99368346,11.14620906,0,9.589074368,11.56648989,0,0,5.917906046,20.7712116,0,23.29824927,0,0,0,0,0,0,11.56648989,9.589074368,5.917906046,20.7712116,23.29824927,0,0,0,34.14,0,9.589074368,0,17.48439594,11.14620906,0,12.15204021,6.9237372,13.8474744,0,0,0,0,22.45240741,0,1.148148148,0.061296296,0,2.861111111,5.477037037,0,0.4,12,0,2,1,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,2.266992944,1,1.6669,46.692,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,20,Timohidroquinona,"2-metil-5-propan-2-ilbenceno-1,4-diol",C10H14O2,CC1=CC(=C(C=C1O)C(C)C)O,4,9.475092593,9.475092593,0.23287037,0.23287037,0.629211548,10.66666667,166.22,152.108,166.0993797,66,0,0.119061486,-0.507671693,0.507671693,0.119061486,1.083333333,1.666666667,2.166666667,16.26125846,9.999089777,2.078421387,-2.093844769,2.30800381,-1.885377533,5.450737519,0.447996078,1.958200626,3.231552504,290.135208,9.300964908,7.626477999,7.626477999,5.519744508,4.045289807,4.045289807,3.352210998,3.352210998,1.967244082,1.967244082,1.159856096,1.159856096,-1.18,393.5983257,8.912421442,3.052359621,1.522799947,72.47963908,10.21305479,11.49902367,0,0,0,0,0,0,0,0,13.8474744,30.53782887,5.563451492,0,10.21305479,0,0,0,0,26.68911765,0,23.25963712,0,11.49902367,0,0,11.49902367,0,10.21305479,0,6.9237372,30.89228343,12.13273414,0,0,0,40.46,0,10.21305479,0,17.41692971,5.563451492,5.563451492,0,19.05647134,13.8474744,0,0,0,0,0,18.83740741,1.49537037,0.743796296,3.208333333,0,5.715092593,0,0.4,12,2,2,0,0,0,0,1,0,1,0,0,2,2,2,0,1,0,0,0,0,0,2.266992944,1,2.52962,48.5976,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,21,p-cimeno,1-metil-4-propan-2-ilbenceno,C10H14,CC1=CC=C(C=C1)C(C)C,4;28;30,2.212962963,2.212962963,0.653333333,0.653333333,0.553258492,10.4,134.222,120.11,134.1095504,54,0,-0.021882053,-0.059041992,0.059041992,0.021882053,1,1.5,1.9,14.0042386,10.02448253,1.948374226,-2.031653154,2.131527672,-1.848672205,5.228177045,0.86584421,1.884505361,2.893762784,193.7832245,7.560477932,6.886751346,6.886751346,4.698377303,3.764742878,3.764742878,3.065384141,3.065384141,1.744016936,1.744016936,0.951353092,0.951353092,-0.78,180.9125147,7.32845987,2.869483956,1.598288066,62.89117158,0,0,0,0,0,0,0,0,0,0,43.67639416,18.40509474,0,0,0,0,0,0,0,26.68911765,0,35.39237126,0,0,0,0,0,0,0,0,6.9237372,30.89228343,24.26546827,0,0,0,0,0,0,0,0,5.917906046,0,11.12690298,0,0,45.03667987,0,0,0,0,0,2.759259259,0.653333333,8.712962963,0,6.541111111,0,0.4,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.102889802,1,3.11842,45.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,22,Carvacrol,2-metil-5-propan-2-ilfenol,C10H14O,CC1=C(C=C(C=C1)C(C)C)O,4;30,9.348981481,9.348981481,0.399259259,0.399259259,0.652274036,10.54545455,150.221,136.109,150.1044651,60,0,0.118265216,-0.507676482,0.507676482,0.118265216,1.272727273,1.909090909,2.363636364,16.25532166,10.01500678,2.004553138,-2.058843813,2.218637289,-1.863031,5.358348771,0.469623566,1.941518365,3.051645449,251.0497318,8.43072142,7.256614672,7.256614672,5.109060905,3.905016342,3.905016342,3.200624552,3.200624552,1.899859284,1.899859284,0.985539029,0.985539029,-0.98,271.8125711,8.119800399,2.951611861,1.732031309,67.68540533,5.106527395,5.749511833,0,0,0,0,0,0,0,0,25.98020854,30.0349133,0,0,5.106527395,0,0,0,0,26.68911765,0,29.32600419,0,5.749511833,0,0,5.749511833,0,5.106527395,0,6.9237372,30.89228343,18.19910121,0,0,0,20.23,0,5.106527395,0,0,11.66741788,5.563451492,5.563451492,0,19.05647134,19.91384147,0,0,0,0,9.348981481,2.127314815,0.886759259,5.837685185,0,6.132592593,0,0.4,11,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2.178772651,1,2.82402,46.9328,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
